FX5QA__Breadcrumb__c,FX5QA__Cost__c,FX5QA__Description__c,FX5QA__Name_Unique__c,FX5QA__Sequence_Number__c,FX5QA__Ticket_Item_Record_Type__c,FX5QA__Track_Inventory__c,FX5QA__UOM__c,Name
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",41.72,Sherwin Williams #311 HS polyurethane (pallet tan),SW311PT,841,Supplies,FALSE,GAL,SW311PT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",41.72,Sherwin Williams #311 HS polyurethane (Praxair beige),SW311PB,842,Supplies,FALSE,GAL,SW311PB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",41.72,Sherwin Williams #311 HS polyurethane (slate gray),SW311SG,843,Supplies,FALSE,GAL,SW311SG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",41.72,Sherwin Williams #311 HS polyurethane (tannery),SW311T,844,Supplies,FALSE,GAL,SW311T
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",40.67,Sherwin Williams #311 HS polyurethane (Tex/Chev tan),SW311TCT,845,Supplies,FALSE,GAL,SW311TCT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #311 HS polyurethane (white),SW311W,846,Supplies,FALSE,GAL,SW311W
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Steelmaster",31.51,Sherwin Williams #311 steelmaster,SW311S,847,Supplies,FALSE,GAL,SW311S
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",105.7,Sherwin Williams #338 HS polyurethane (safety red),SW338SR,848,Supplies,FALSE,GAL,SW338SR
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",48.49,Sherwin Williams #37 (yellow),SW37Y,849,Supplies,FALSE,GAL,SW37Y
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Water Base",40.81,Sherwin Williams #37 DTM water base (safety yellow),SW37SY,850,Supplies,FALSE,GAL,SW37SY
"Supplies : Paint, Coating, and Thinner : Tnemec",161.46,Tnemec #120 series (beige),T120B,1241,Supplies,FALSE,GAL,T120B
"Supplies : Paint, Coating, and Thinner : Tnemec",161.46,Tnemec #120 series (gray),T120G,1242,Supplies,FALSE,GAL,T120G
"Supplies : Paint, Coating, and Thinner : Tnemec",31.2,Tnemec #151 series elasto primer,T151P,1243,Supplies,FALSE,GAL,T151P
"Supplies : Paint, Coating, and Thinner : Tnemec : Thinner",25.72,Tnemec #19 thinner,T19T,1244,Supplies,FALSE,GAL,T19T
"Supplies : Paint, Coating, and Thinner : Tnemec : Thinner",20.47,Tnemec #2 thinner,T2T,1245,Supplies,FALSE,GAL,T2T
"Supplies : Paint, Coating, and Thinner : Tnemec",58.85,Tnemec #260 tneme bond (clear),T260TB,1246,Supplies,FALSE,GAL,T260TB
"Supplies : Paint, Coating, and Thinner : Tnemec : Elasto Shield",51.3,Tnemec #262 elasto shield,T262ES,1247,Supplies,FALSE,GAL,T262ES
"Supplies : Paint, Coating, and Thinner : Tnemec : Elasto Shield",44.21,Tnemec #264 elasto shield,T264ES,1248,Supplies,FALSE,GAL,T264ES
"Supplies : Paint, Coating, and Thinner : Tnemec : Elasto Shield",59.7,Tnemec #265 elasto shield,T265ES,1249,Supplies,FALSE,GAL,T265ES
"Supplies : Paint, Coating, and Thinner : Tnemec",37.75,Tnemec #30 series spray safe,T30SS,1250,Supplies,FALSE,GAL,T30SS
Equipment,0,Equipment nonuse surcharge,STBYSUR,471,Supplies,FALSE,DAY,STBYSUR
Equipment,0,Explosion proof floodlight (12 volt),ExPL12,472,Supplies,FALSE,SHIFT,ExPL12
Equipment,0,Explosion proof floodlight (120 volt),ExPL120,473,Supplies,FALSE,SHIFT,ExPL120
Equipment,0,Extension Ladder (all sizes),ELadr,474,Supplies,FALSE,SHIFT,ELadr
Supplies,0,F-24 Degreaser,F24D,475,Supplies,FALSE,GAL,F24D
Supplies,0,Fiberglass cloth/matting,3400070,476,Supplies,FALSE,LB,3400070
Equipment : Fiberglass,0,Fiberglass hand lay unit,FGHLU,477,Equipment,FALSE,HR,FGHLU
Equipment : Fiberglass,0,Fiberglass spray unit (with compressor),FGUComp,478,Equipment,FALSE,HR,FGUComp
Equipment : Fiberglass,0,Fiberglass spray unit (with plant air),FGUPA,479,Equipment,FALSE,HR,FGUPA
Equipment,0,Filter bags for dust filtration,Fbags,480,Supplies,FALSE,SHIFT,Fbags
Tax,0,TAX:  OK - DEWEY COUNTY - 500-000-2230-1010,2380,1101,Supplies,FALSE,Lump Sum,2380
Tax,0,TAX:  OK - DEWEY COUNTY - 500-000-2230-1011,2381,1102,Supplies,FALSE,Lump Sum,2381
Tax,0,TAX:  OK - STATE - 500-000-2230-1005,2155,1103,Supplies,FALSE,Lump Sum,2155
Tax,0,TAX:  OK - STATE - 500-000-2230-1006,2265,1104,Supplies,FALSE,Lump Sum,2265
Tax,0,TAX:  SD - WATERTOWN - 905-000-2235-1005,2278,1105,Supplies,FALSE,Lump Sum,2278
Tax,0,TAX:  SWISHER COUNTY - 700-000-2245-1072,2412,1106,Supplies,FALSE,Lump Sum,2412
Tax,0,TAX:  TX - ANDREWS COUNTY - 100-000-2201-9003,2257,1107,Supplies,FALSE,Lump Sum,2257
Tax,0,TAX:  TX - BAILEY COUNTY - 700-000-2245-1075,2334,1108,Supplies,FALSE,Lump Sum,2334
Tax,0,TAX:  TX - BAILEY COUNTY - 700-000-2245-1076,2335,1109,Supplies,FALSE,Lump Sum,2335
Tax,0,TAX:  TX - BELL COUNTY - 700-000-2245-1022,2324,1110,Supplies,FALSE,Lump Sum,2324
"Supplies : Paint, Coating, and Thinner : Power Crete",36.01,Power Crete P-100 primer,PC100P,681,Supplies,FALSE,GAL,PC100P
Equipment : Pressure Washers,0,Pressure Washer/Steam Cleaner,PWSC,682,Equipment,FALSE,HR,PWSC
"Supplies : Paint, Coating, and Thinner",0,Pretox,2000010,683,Supplies,FALSE,GAL,2000010
Labor : DT,0,Principle Consultant - DT,PCDT,684,Labor,FALSE,,PCDT
Labor : OT,0,Principle Consultant - OT,PCOT,685,Labor,FALSE,,PCOT
Labor : ST,0,Principle Consultant - ST,PCST,686,Labor,FALSE,,PCST
Labor : TT,0,Principle Consultant - TT,PCTT,687,Labor,FALSE,,PCTT
Labor : DT,0,Project Manager - DT,PMDT,688,Labor,FALSE,,PMDT
Labor : OT,0,Project Manager - OT,PMOT,689,Labor,FALSE,,PMOT
Labor : TT,0,Project Manager - PT,PMPT,690,Labor,FALSE,,PMPT
Equipment,0,Hammer wrenches,HWr,511,Supplies,FALSE,SHIFT,HWr
Equipment : Painting Equipment,0,Hand troweling unit,HTu,512,Equipment,FALSE,HR,HTu
Equipment,0,Handheld radio package,RadioP,513,Supplies,FALSE,SHIFT,RadioP
Equipment,0,HARD DOLLAR (Enter Description) BY LINEAR FOOT,HARDDOLLARLF,514,Supplies,FALSE,FT,HARDDOLLARLF
Equipment,0,HARD DOLLAR (Enter Description) BY SQUARE FOOT,HARDDOLLARSF,515,Supplies,FALSE,FT,HARDDOLLARSF
Equipment,0,Hard Dollar Quotation (MANUALLY MODIFY DESCRIPTION WITH DOLLAR AMOUNT),HARDDOLLAR,516,Services,FALSE,Lump Sum,HARDDOLLAR
Equipment,0,Hardhat light,HHL,517,Supplies,FALSE,SHIFT,HHL
Labor : DT,0,Hazardous Waste Technician - DT,HWTDT,518,Labor,FALSE,,HWTDT
Labor : OT,0,Hazardous Waste Technician - OT,HWTOT,519,Labor,FALSE,,HWTOT
Labor : ST,0,Hazardous Waste Technician - ST,HWTST,520,Labor,FALSE,,HWTST
Equipment : Painting Equipment,0,Roller unit,Ru,711,Equipment,FALSE,HR,Ru
Equipment : Wreckers,0,Roll-off Truck Wrecker (Single Axle),RollOffS,712,Equipment,FALSE,HR,RollOffS
Equipment : Wreckers,0,Roll-off Truck Wrecker (Tandem Axle),RollOffT,713,Equipment,FALSE,HR,RollOffT
Equipment,0,Rotary drilling tool,Rdrill,714,Supplies,FALSE,HR,Rdrill
Equipment,0,Roto-peener,RpeenH,715,Supplies,FALSE,SHIFT,RpeenH
Supplies,0,Rubber gloves,8200010,716,Supplies,FALSE,PAIR,8200010
Equipment,0,Safety road sign,SafSign,717,Supplies,FALSE,SHIFT,SafSign
Labor : DT,0,Safety Supervisor - DT,SSDT,718,Labor,FALSE,,SSDT
Labor : OT,0,Safety Supervisor - OT,SSOT,719,Labor,FALSE,,SSOT
Labor : TT,0,Safety Supervisor - PT,SSPT,720,Labor,FALSE,,SSPT
Labor : TT,0,Hazardous Waste Technician - TT,HWTTT,521,Labor,FALSE,,HWTTT
"Supplies : Paint, Coating, and Thinner",0,Hazardous waste thinner disposal,1000100,522,Supplies,FALSE,GAL,1000100
Supplies,0,Hazmat 55 gal. drum,5100110,523,Supplies,FALSE,EA,5100110
Equipment,0,Heat exchanger tube checker,TubeCk,524,Supplies,FALSE,SHIFT,TubeCk
Equipment,0,Heat gun,HeatGun,525,Supplies,FALSE,SHIFT,HeatGun
Equipment,0,Heated & Insulated Paint Shop #3,FCureBldg3,526,Supplies,FALSE,SHIFT,FCureBldg3
Equipment,0,Heated & Insulated Paint Shop #5,FCureBldg5,527,Supplies,FALSE,SHIFT,FCureBldg5
Equipment,0,Heated Paint Shop,FCureBldg,528,Supplies,FALSE,SHIFT,FCureBldg
Equipment,0,Hedon testing gauge,HTG,529,Supplies,FALSE,SHIFT,HTG
Labor : DT,0,Helper - DT,HDT,530,Labor,FALSE,,HDT
Tax,0,TAX:  TX - CITY OF EL PASO - 700-000-2245-1094,2392,1121,Supplies,FALSE,Lump Sum,2392
Tax,0,TAX:  TX - CITY OF EL PASO - 700-000-2245-1095,2393,1122,Supplies,FALSE,Lump Sum,2393
Tax,0,TAX:  TX - CITY OF GATESVILLE - 700-000-2245-1055,2314,1123,Supplies,FALSE,Lump Sum,2314
Tax,0,TAX:  TX - CITY OF GATESVILLE - 700-000-2245-1056,2315,1124,Supplies,FALSE,Lump Sum,2315
Tax,0,TAX:  TX - CITY OF HEREFORD - 700-000-2245-1045,2310,1125,Supplies,FALSE,Lump Sum,2310
Tax,0,TAX:  TX - CITY OF HEREFORD - 700-000-2245-1046,2311,1126,Supplies,FALSE,Lump Sum,2311
Tax,0,TAX:  TX - CITY OF LUBBOCK - 700-000-2245-1020,2300,1127,Supplies,FALSE,Lump Sum,2300
Tax,0,TAX:  TX - CITY OF LUBBOCK - 700-000-2245-1021,2301,1128,Supplies,FALSE,Lump Sum,2301
Tax,0,TAX:  TX - CITY OF MIDLAND - 700-000-2245-1098,2409,1129,Supplies,FALSE,Lump Sum,2409
Tax,0,TAX:  TX - CITY OF MIDLAND - 700-000-2245-1099,2410,1130,Supplies,FALSE,Lump Sum,2410
"Supplies : Paint, Coating, and Thinner : Versaflex",30,Versaflex 50DM polyurea coating,Versa50DM,1301,Supplies,FALSE,GAL,Versa50DM
Equipment : Coating Vans,0,Versaflex coating van,VCoatVan,1302,Services,FALSE,SHIFT,VCoatVan
Equipment : Coating Vans,1.4,Versaflex coating van - Mileage,VCoatVanm,1303,Supplies,FALSE,MI,VCoatVanm
"Supplies : Paint, Coating, and Thinner : Versaflex",283.23,Versaflex finish coat,VFC,1304,Supplies,FALSE,GAL,VFC
"Supplies : Paint, Coating, and Thinner : Versaflex",113.41,Versaflex hand mix polyurea,VHMP,1305,Supplies,FALSE,GAL,VHMP
"Supplies : Paint, Coating, and Thinner : Versaflex",1395.12,Versaflex liner sheets (15 x 40),VLS,1306,Supplies,FALSE,ROLL,VLS
"Supplies : Paint, Coating, and Thinner : Versaflex",203.23,Versaflex lock coat,VLC,1307,Supplies,FALSE,GAL,VLC
Equipment : Painting Equipment,0,Versaflex paint unit (does not include generator or compressor),VPU,1308,Equipment,FALSE,HR,VPU
Equipment,0,Video equipment,Video,1309,Supplies,FALSE,SHIFT,Video
Supplies,116.92,Visqueen Reinforced 20' X 100',7400150,1310,Supplies,FALSE,ROLL,7400150
Equipment,0,8' suspended tower working platform,SPltfrm,221,Supplies,FALSE,SHIFT,SPltfrm
Equipment,0,"8"" air mover exhaust horn",AH8,222,Supplies,FALSE,SHIFT,AH8
Equipment : Exhaust Blowers,0,"8"" pressure blower",Blwr8,223,Equipment,FALSE,DAY,Blwr8
"Equipment : Forklifts, Backhoes and Graders",0,"8,000 lb. Forklift",FL8K,224,Equipment,FALSE,HR,FL8K
"Equipment : Forklifts, Backhoes and Graders",0,"8,500 lb. Forklift",FL85K,225,Equipment,FALSE,HR,FL85K
Equipment : 175-290 CFM Air Compressors,0,85-185 CFM Air Compressor,AC85185,226,Equipment,FALSE,HR,AC85185
Equipment,0,9 cubic ft. mixer for coating,9Mix,227,Equipment,FALSE,HR,9Mix
Equipment,0,9 ton utility trailer (3-axle),9TTrailer,228,Supplies,FALSE,SHIFT,9TTrailer
Supplies,0,"9"" masking paper",4300010,229,Supplies,FALSE,ROLL,4300010
Supplies,0,"9"" Mohair roller cover",5300110,230,Supplies,FALSE,EA,5300110
Tax,0,TAX:  NE - CITY OF LINCOLN - 850-000-2215-1001,2262,991,Supplies,FALSE,Lump Sum,2262
Tax,0,TAX:  NE - STATE - 850-000-2215-1005,2263,992,Supplies,FALSE,Lump Sum,2263
Tax,0,TAX:  NM - ALBUQUERQUE - 000-000-2220-1005,2280,993,Supplies,FALSE,Lump Sum,2280
Tax,0,TAX:  NM - ALBUQUERQUE - 000-000-2220-1026,2281,994,Supplies,FALSE,Lump Sum,2281
Tax,0,TAX:  NM - ANGEL FIRE - 000-000-2220-1006,2157,995,Supplies,FALSE,Lump Sum,2157
Tax,0,TAX:  NM - ANGEL FIRE - 000-000-2220-1010,2156,996,Supplies,FALSE,Lump Sum,2156
Tax,0,TAX:  NM - ARTESIA - 000-000-2220-1015,2165,997,Supplies,FALSE,Lump Sum,2165
Tax,0,TAX:  NM - AZTEC - 000-000-2220-1020,2170,998,Supplies,FALSE,Lump Sum,2170
Tax,0,TAX:  NM - AZTEC - 000-000-2220-1025,2171,999,Supplies,FALSE,Lump Sum,2171
Tax,0,TAX:  NM - BELEN COUNTY - 000-000-2220-1030,2284,1000,Supplies,FALSE,Lump Sum,2284
"Supplies : Paint, Coating, and Thinner : High Temp",200,Hi-temp primer (gray),HTPG,541,Supplies,FALSE,GAL,HTPG
Equipment,0,Hi-torque wrench,TorqueW,542,Supplies,FALSE,SHIFT,TorqueW
Labor : OT,0,Hole Watch Attendant - OT,HWOT,543,Labor,FALSE,,HWOT
Labor : ST,0,Hole Watch Attendant - ST,HWST,544,Labor,FALSE,,HWST
Supplies,0,Holiday surcharge,HOLSUR,545,Supplies,FALSE,HR,HOLSUR
Supplies,39.96,Hulk 500 Cleaner,1900140,546,Supplies,FALSE,GAL,1900140
Equipment,0,Hydroblast Crew and Equipment (overtime),AIHROT,547,Equipment,FALSE,HR,AIHROT
Equipment,0,Hydroblast Crew and Equipment (straight time),AIHRST,548,Equipment,FALSE,HR,AIHRST
Labor : OT,0,Hydroblast Equipment Operator - OT,HEOOT,549,Labor,FALSE,,HEOOT
Labor : ST,0,Hydroblast Equipment Operator - ST,HEOST,550,Labor,FALSE,,HEOST
Tax,0,TAX:  AZ - MARICOPA COUNTY - 100-000-2201-1031,2228,971,Supplies,FALSE,Lump Sum,2228
Tax,0,TAX:  AZ - MOHAVE COUNTY - 100-000-2201-1035,2253,972,Supplies,FALSE,Lump Sum,2253
Tax,0,TAX:  AZ - MOHAVE COUNTY - 100-000-2201-1036,2219,973,Supplies,FALSE,Lump Sum,2219
Tax,0,TAX:  AZ - NAVAJO COUNTY - 100-000-2201-1045,2220,974,Supplies,FALSE,Lump Sum,2220
Tax,0,TAX:  AZ - NAVAJO COUNTY - 100-000-2201-1046,2229,975,Supplies,FALSE,Lump Sum,2229
Tax,0,TAX:  AZ - PIMA COUNTY - 100-000-2201-1050,2221,976,Supplies,FALSE,Lump Sum,2221
Tax,0,TAX:  AZ - PIMA COUNTY - 100-000-2201-1051,2227,977,Supplies,FALSE,Lump Sum,2227
Tax,0,TAX:  AZ - PINAL COUNTY - 100-000-2201-1055,2252,978,Supplies,FALSE,Lump Sum,2252
Tax,0,TAX:  AZ - PINAL COUNTY - 100-000-2201-1056,2249,979,Supplies,FALSE,Lump Sum,2249
Tax,0,TAX:  AZ - SAFFORD COUNTY - 100-000-2201-1061,2275,980,Supplies,FALSE,Lump Sum,2275
"Supplies : Paint, Coating, and Thinner : Thurmalox",156.27,Thurmalox #215,T215,1231,Supplies,FALSE,GAL,T215
"Supplies : Paint, Coating, and Thinner : Thurmalox",351.85,Thurmalox #216 top coat,T216,1232,Supplies,FALSE,Kit,T216
"Supplies : Paint, Coating, and Thinner : Tnemec : Thinner",19.95,Tnemec #1 thinner,T1T,1233,Supplies,FALSE,GAL,T1T
"Supplies : Paint, Coating, and Thinner : Tnemec : Enduro Shield",91.68,Tnemec #1074 endura shield (black),T1074B,1234,Supplies,FALSE,GAL,T1074B
"Supplies : Paint, Coating, and Thinner : Tnemec : Enduro Shield",91.68,Tnemec #1074 endura shield (delft blue),T1074DB,1235,Supplies,FALSE,GAL,T1074DB
"Supplies : Paint, Coating, and Thinner : Tnemec : Enduro Shield",111.49,Tnemec #1074 endura shield (lemon yellow),T1074LY,1236,Supplies,FALSE,GAL,T1074LY
"Supplies : Paint, Coating, and Thinner : Tnemec : Enduro Shield",111.49,Tnemec #1074 endura shield (purple mountains),T1074PM,1237,Supplies,FALSE,GAL,T1074PM
"Supplies : Paint, Coating, and Thinner : Tnemec : Enduro Shield",91.68,Tnemec #1074 endura shield (white),T1074W,1238,Supplies,FALSE,GAL,T1074W
"Supplies : Paint, Coating, and Thinner : Tnemec : Enduro Shield",79.19,Tnemec #1075 endura shield (beige),T1075B,1239,Supplies,FALSE,GAL,T1075B
"Supplies : Paint, Coating, and Thinner : Tnemec",68.92,Tnemec #1075 urethane (white),T1075W,1240,Supplies,FALSE,GAL,T1075W
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Alkaloid",32.67,Sherwin Williams #104 DTM alkaloid (juniper green),SW104AJP,761,Supplies,FALSE,GAL,SW104AJP
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Alkaloid",34.19,Sherwin Williams #104 DTM alkaloid (modular tan),SW104AMT,762,Supplies,FALSE,GAL,SW104AMT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Alkaloid",29.63,Sherwin Williams #104 DTM alkaloid (pallet tan),SW104APT,763,Supplies,FALSE,GAL,SW104APT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Alkaloid",17.38,Sherwin Williams #104 DTM alkaloid (teal blue),SW104ATB,764,Supplies,FALSE,GAL,SW104ATB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Water Base",24.53,Sherwin Williams #104 DTM water base (juniper green),SW104JG,765,Supplies,FALSE,GAL,SW104JG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",29.2,Sherwin Williams #104 polyurethane enamel (meridian oil),SW104MO,766,Supplies,FALSE,GAL,SW104MO
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",21.69,Sherwin Williams #104 reducer,SW104R,767,Supplies,FALSE,GAL,SW104R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",42.42,Sherwin Williams #104 urethane (green),SW104G,768,Supplies,FALSE,GAL,SW104G
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",124.57,Sherwin Williams #105 diamond clad (clear),SW105DC,769,Supplies,FALSE,GAL,SW105DC
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",39.49,Sherwin Williams #11 heavy duty silver brite,SW11SB,770,Supplies,FALSE,GAL,SW11SB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",21.49,Sherwin Williams traffic marking (yellow),SWTM,901,Supplies,FALSE,GAL,SWTM
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",0,Sherwin Williams Zinc Clad IV,SWZCIV,902,Supplies,FALSE,GAL,SWZCIV
Equipment : Abrasive Blasting,0,Shot peening unit (with compressor),SPSBUComp,903,Equipment,FALSE,HR,SPSBUComp
Equipment : Abrasive Blasting,0,Shot peening unit (with plant air),SPSBUPA,904,Equipment,FALSE,HR,SPSBUPA
Equipment,0,Shot-powered fastening gun,ShotGun,905,Supplies,FALSE,SHIFT,ShotGun
Supplies,0,Simple Green,1900180,906,Supplies,FALSE,GAL,1900180
Equipment,0,Single line cable climber,SLCC,907,Supplies,FALSE,SHIFT,SLCC
Equipment,0,Sky Genie vertical descent equipment,SkyG,908,Supplies,FALSE,SHIFT,SkyG
Equipment,0,SkyClimber single man climber basket,Sky1,909,Supplies,FALSE,SHIFT,Sky1
Equipment,0,SkyTrak forklift,SkyTrak,910,Equipment,FALSE,HR,SkyTrak
Tax,0,TAX:  TX - CITY OF SEMINOLE - 700-000-2245-1031,2305,1141,Supplies,FALSE,Lump Sum,2305
Tax,0,TAX:  TX - CITY OF SLATON - 700-000-2245-1014,2345,1142,Supplies,FALSE,Lump Sum,2345
Tax,0,TAX:  TX - CITY OF SLATON - 700-000-2245-1016,2346,1143,Supplies,FALSE,Lump Sum,2346
Tax,0,TAX:  TX - CITY OF WILSON - 700-000-2245-1070,2332,1144,Supplies,FALSE,Lump Sum,2332
Tax,0,TAX:  TX - CITY OF WILSON - 700-000-2245-1071,2333,1145,Supplies,FALSE,Lump Sum,2333
Tax,0,TAX:  TX - CITY OF WOLFFORTH - 700-000-2245-1027,2354,1146,Supplies,FALSE,Lump Sum,2354
Tax,0,TAX:  TX - CITY OF WOLFFORTH - 700-000-2245-1028,2355,1147,Supplies,FALSE,Lump Sum,2355
Tax,0,TAX:  TX - CORYELL COUNTY - 700-000-2245-1050,2312,1148,Supplies,FALSE,Lump Sum,2312
Tax,0,TAX:  TX - CORYELL COUNTY - 700-000-2245-1051,2313,1149,Supplies,FALSE,Lump Sum,2313
Tax,0,TAX:  TX - DEAF SMITH COUNTY - 700-000-2245-1040,2308,1150,Supplies,FALSE,Lump Sum,2308
Supplies,0,5 gal. bucket,5100200,181,Supplies,FALSE,EA,5100200
Equipment : Dump Trucks,0,5 yard Dump Truck,DT5,182,Equipment,FALSE,HR,DT5
Equipment : 5000 CFM Blowers,0,"5,000 CFM blower",Blwr5000,183,Equipment,FALSE,DAY,Blwr5000
Equipment : 5000 CFM Blowers,0,"5,000 CFM Blower (Hourly)",Blwr5000H,184,Equipment,FALSE,HR,Blwr5000H
"Equipment : Forklifts, Backhoes and Graders",0,"5,000 lb. Forklift",FL5K,185,Equipment,FALSE,HR,FL5K
Equipment,0,"5,000-6,000 gal. water tank (trailer mounted)",Tank6000T,186,Supplies,FALSE,SHIFT,Tank6000T
Equipment,0,"5,000-6,000 Gallon Tanker - Hourly",Tank6000Th,187,Equipment,FALSE,HR,Tank6000Th
Equipment : Dehumidification,0,"5,500 CFM dehumidification unit",5500Dehy,188,Supplies,FALSE,SHIFT,5500Dehy
Equipment,0,50' rope ladder,RLadr50,189,Supplies,FALSE,SHIFT,RLadr50
Equipment,0,500 gal. poly water tank,Poly500,190,Supplies,FALSE,SHIFT,Poly500
Supplies,0,"4"" x 3/4"" roller cover nap",5300070,151,Supplies,FALSE,EA,5300070
Equipment,0,"4,000 gal. water tank (trailer mounted)",Tank4000T,152,Supplies,FALSE,SHIFT,Tank4000T
Equipment,0,40' enclosed trailer van,40TrailerVan,153,Supplies,FALSE,SHIFT,40TrailerVan
Equipment,0,40' enclosed trailer van,40TrailerVanM,154,Supplies,FALSE,MONTH,40TrailerVanM
Equipment,0,40' extension ladder,SLadr40,155,Supplies,FALSE,SHIFT,SLadr40
Equipment : Trailers,0,40' flatbed trailer,40Trailer,156,Equipment,FALSE,DAY,40Trailer
Equipment,0,25 lb. pogo tamper,Ptamp,91,Supplies,FALSE,SHIFT,Ptamp
Equipment : Trailers,0,25 Ton Belly Dump Trailer with 30 Ton Tractor,BTrlr,92,Equipment,FALSE,HR,BTrlr
Equipment : 2-5 Ton Flatbed Trucks,0,2-5 Ton Flat Bed Truck - Hourly,Trk5h,93,Equipment,FALSE,HR,Trk5h
Equipment : 2-5 Ton Flatbed Trucks,1.4,2-5 ton flat bed truck - Mileage,Trk5m,94,Supplies,FALSE,MI,Trk5m
Equipment : 2-5 Ton Flatbed Trucks,0,2-5 ton flatbed truck,Trk5,95,Services,FALSE,SHIFT,Trk5
Equipment,0,25 ton pneumatic dry bulk trailer,PTrlr,96,Supplies,FALSE,HR,PTrlr
Equipment,0,250 amp welding & cutting unit,250Weld,97,Equipment,FALSE,HR,250Weld
Equipment : 250 HP Hydroblast,0,250 HP Hydroblast Unit,HBU250,98,Equipment,FALSE,HR,HBU250
Equipment,0,26' enclosed trailer van (insulated),26TrailerI,99,Supplies,FALSE,SHIFT,26TrailerI
Equipment,0,26' enclosed trailer van (insulated),26TrailerIM,100,Supplies,FALSE,MONTH,26TrailerIM
Equipment,0,40 K Hydroblast Pump,40KHBU,157,Equipment,FALSE,HR,40KHBU
Equipment,0,40' office van or parts room,40TrailerVanO,158,Supplies,FALSE,SHIFT,40TrailerVanO
Equipment,0,40' office van or parts room,40TrailerVanOM,159,Supplies,FALSE,MONTH,40TrailerVanOM
Equipment,0,400 barrel frac tank for fluid storage,400frac,160,Supplies,FALSE,DAY,400frac
"Supplies : Paint, Coating, and Thinner : Tnemec",50.29,Tnemec #73 series (safety blue),T73SB,1261,Supplies,FALSE,GAL,T73SB
"Supplies : Paint, Coating, and Thinner : Tnemec",59.37,Tnemec #73 series (safety green),T73SG,1262,Supplies,FALSE,GAL,T73SG
"Supplies : Paint, Coating, and Thinner : Tnemec",67.63,Tnemec hydro zinc,THZ,1263,Supplies,FALSE,GAL,THZ
"Supplies : Paint, Coating, and Thinner : Tnemec",37.25,Tnemec pota pox,TPP,1264,Supplies,FALSE,GAL,TPP
"Supplies : Paint, Coating, and Thinner : Solvent and Thinner",12.49,Toluene thinner,TOLT,1265,Supplies,FALSE,GAL,TOLT
Equipment,0,Tool/Paint trailer,TlPaintTrail,1266,Supplies,FALSE,SHIFT,TlPaintTrail
Equipment,0,Tower stringer lights,TSL,1267,Supplies,FALSE,SHIFT,TSL
Supplies,6.79,T-Posts,TP,1268,Supplies,FALSE,EA,TP
Equipment,0,Traffic arrow sign,TrafSign,1269,Supplies,FALSE,SHIFT,TrafSign
Equipment,0,Travel Time,TRAVEL,1270,Equipment,FALSE,HR,TRAVEL
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Water Base",39.09,Sherwin Williams #204 DTM water base (bolt brown),SW204BB,781,Supplies,FALSE,GAL,SW204BB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Water Base",31.71,Sherwin Williams #204 DTM water base (juniper green),SW204JG,782,Supplies,FALSE,GAL,SW204JG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Water Base",32.69,Sherwin Williams #204 DTM water base (rainforest),SW204R,783,Supplies,FALSE,GAL,SW204R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Water Base",31.71,Sherwin Williams #204 DTM water base (solar yellow),SW204SY,784,Supplies,FALSE,GAL,SW204SY
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",27.53,Sherwin Williams #211 DTM,SW211,785,Supplies,FALSE,GAL,SW211
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",27.53,Sherwin Williams #211 DTM (fed standard),SW211FS,786,Supplies,FALSE,GAL,SW211FS
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",13.41,Sherwin Williams #216 reducer,SW216R,787,Supplies,FALSE,GAL,SW216R
